A1 NumberofProtons,A2 NumberofProtons,B NumberofProtons,X1 NumberofProtons,X2 NumberofProtons,X3 NumberofProtons,X4 NumberofProtons,Ion NumberofProtons,A1 NumberofNeutrons,A2 NumberofNeutrons,B NumberofNeutrons,X1 NumberofNeutrons,X2 NumberofNeutrons,X3 NumberofNeutrons,X4 NumberofNeutrons,Ion NumberofNeutrons,A1 Number of Shells,A2 Number of Shells,B Number of Shells,X1 Number of Shells,X2 Number of Shells,X3 Number of Shells,X4 Number of Shells,Ion Number of Shells,A1 Specific Heat,A2 Specific Heat,B Specific Heat,X1 Specific Heat,X2 Specific Heat,X3 Specific Heat,X4 Specific Heat,Ion Specific Heat,A1 Density,A2 Density,B Density,X1 Density,X2 Density,X3 Density,X4 Density,Ion Density,A1 AtomicRadius,A2 AtomicRadius,B AtomicRadius,X1 AtomicRadius,X2 AtomicRadius,X3 AtomicRadius,X4 AtomicRadius,Ion AtomicRadius,A1 Firstlonization,A2 Firstlonization,B Firstlonization,X1 Firstlonization,X2 Firstlonization,X3 Firstlonization,X4 Firstlonization,Ion Firstlonization,A1 AtomicMass,A2  AtomicMass,B  AtomicMass,X1 AtomicMass,X2 AtomicMass,X3 AtomicMass,X4 AtomicMass,Ion AtomicMass,A1 Melting Point,A2 Melting Point,B Melting Point,X1 Melting Point,X2 Melting Point,X3 Melting Point,X4 Melting Point,Ion Melting Point,Without ion Final Energy(ev),With ion Final Energy(ev),Ion Energy(ev),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,Adsorption energy(ev)
37,37,32,9,9,9,9,3,48,48,41,10,10,10,10,4,5,5,4,2,2,2,2,2,0.363,0.363,0.32,0.824,0.824,0.824,0.824,3.582,1.53,1.53,5.32,0.0017,0.0017,0.0017,0.0017,0.534,3,3,1.5,0.57,0.57,0.57,0.57,2.1,4.1771,4.1771,7.8994,17.4228,17.4228,17.4228,17.4228,5.3917,85.468,85.468,72.64,18.998,18.998,18.998,18.998,6.941,312.79,312.79,1211.45,53.63,53.63,53.63,53.63,453.85,-6567.604186,-6773.356935,-200.0479,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.704848985
37,37,32,9,9,9,9,30,48,48,41,10,10,10,10,35,5,5,4,2,2,2,2,4,0.363,0.363,0.32,0.824,0.824,0.824,0.824,0.388,1.53,1.53,5.32,0.0017,0.0017,0.0017,0.0017,7.13,3,3,1.5,0.57,0.57,0.57,0.57,1.5,4.1771,4.1771,7.8994,17.4228,17.4228,17.4228,17.4228,9.3942,85.468,85.468,72.64,18.998,18.998,18.998,18.998,65.38,312.79,312.79,1211.45,53.63,53.63,53.63,53.63,692.88,-6567.604186,-8602.552793,-2035.5843,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635692636
37,37,32,9,9,9,9,19,48,48,41,10,10,10,10,20,5,5,4,2,2,2,2,4,0.363,0.363,0.32,0.824,0.824,0.824,0.824,0.757,1.53,1.53,5.32,0.0017,0.0017,0.0017,0.0017,0.862,3,3,1.5,0.57,0.57,0.57,0.57,2.8,4.1771,4.1771,7.8994,17.4228,17.4228,17.4228,17.4228,4.3407,85.468,85.468,72.64,18.998,18.998,18.998,18.998,39.098,312.79,312.79,1211.45,53.63,53.63,53.63,53.63,336.5,-6567.604186,-7361.715139,-790.3531,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.757852566
37,37,32,9,9,9,9,11,48,48,41,10,10,10,10,12,5,5,4,2,2,2,2,3,0.363,0.363,0.32,0.824,0.824,0.824,0.824,1.228,1.53,1.53,5.32,0.0017,0.0017,0.0017,0.0017,0.971,3,3,1.5,0.57,0.57,0.57,0.57,2.2,4.1771,4.1771,7.8994,17.4228,17.4228,17.4228,17.4228,5.1391,85.468,85.468,72.64,18.998,18.998,18.998,18.998,22.99,312.79,312.79,1211.45,53.63,53.63,53.63,53.63,371.15,-6567.604186,-7875.353385,-1304.181,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.568199095
37,37,32,9,9,9,9,13,48,48,41,10,10,10,10,14,5,5,4,2,2,2,2,3,0.363,0.363,0.32,0.824,0.824,0.824,0.824,0.897,1.53,1.53,5.32,0.0017,0.0017,0.0017,0.0017,2.7,3,3,1.5,0.57,0.57,0.57,0.57,1.8,4.1771,4.1771,7.8994,17.4228,17.4228,17.4228,17.4228,5.9858,85.468,85.468,72.64,18.998,18.998,18.998,18.998,26.982,312.79,312.79,1211.45,53.63,53.63,53.63,53.63,933.4,-6567.604186,-6672.046642,-107.1302,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.687744372
37,37,32,9,9,9,9,20,48,48,41,10,10,10,10,20,5,5,4,2,2,2,2,4,0.363,0.363,0.32,0.824,0.824,0.824,0.824,0.647,1.53,1.53,5.32,0.0017,0.0017,0.0017,0.0017,1.54,3,3,1.5,0.57,0.57,0.57,0.57,2.2,4.1771,4.1771,7.8994,17.4228,17.4228,17.4228,17.4228,6.1132,85.468,85.468,72.64,18.998,18.998,18.998,18.998,40.078,312.79,312.79,1211.45,53.63,53.63,53.63,53.63,1112.15,-6567.604186,-7575.515486,-1002.3398,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.57150012
37,37,32,9,9,9,9,12,48,48,41,10,10,10,10,12,5,5,4,2,2,2,2,3,0.363,0.363,0.32,0.824,0.824,0.824,0.824,1.023,1.53,1.53,5.32,0.0017,0.0017,0.0017,0.0017,1.74,3,3,1.5,0.57,0.57,0.57,0.57,1.7,4.1771,4.1771,7.8994,17.4228,17.4228,17.4228,17.4228,7.6462,85.468,85.468,72.64,18.998,18.998,18.998,18.998,24.305,312.79,312.79,1211.45,53.63,53.63,53.63,53.63,923.15,-6567.604186,-8258.310385,-1688.2915,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.414699298
37,37,32,9,9,9,9,9,48,48,41,10,10,10,10,10,5,5,4,2,2,2,2,2,0.363,0.363,0.32,0.824,0.824,0.824,0.824,0.824,1.53,1.53,5.32,0.0017,0.0017,0.0017,0.0017,0.0017,3,3,1.5,0.57,0.57,0.57,0.57,0.57,4.1771,4.1771,7.8994,17.4228,17.4228,17.4228,17.4228,17.4228,85.468,85.468,72.64,18.998,18.998,18.998,18.998,18.998,312.79,312.79,1211.45,53.63,53.63,53.63,53.63,53.63,-6567.604186,-7232.613154,-656.7593,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.249667964
55,55,32,9,9,9,9,3,78,78,41,10,10,10,10,4,6,6,4,2,2,2,2,2,0.242,0.242,0.32,0.824,0.824,0.824,0.824,3.582,1.87,1.87,5.32,0.0017,0.0017,0.0017,0.0017,0.534,3.3,3.3,1.5,0.57,0.57,0.57,0.57,2.1,3.8939,3.8939,7.8994,17.4228,17.4228,17.4228,17.4228,5.3917,132.905,132.905,72.64,18.998,18.998,18.998,18.998,6.941,301.7,301.7,1211.45,53.63,53.63,53.63,53.63,453.85,-6737.099574,-6942.156883,-200.0479,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.009409295
55,55,32,9,9,9,9,30,78,78,41,10,10,10,10,35,6,6,4,2,2,2,2,4,0.242,0.242,0.32,0.824,0.824,0.824,0.824,0.388,1.87,1.87,5.32,0.0017,0.0017,0.0017,0.0017,7.13,3.3,3.3,1.5,0.57,0.57,0.57,0.57,1.5,3.8939,3.8939,7.8994,17.4228,17.4228,17.4228,17.4228,9.3942,132.905,132.905,72.64,18.998,18.998,18.998,18.998,65.38,301.7,301.7,1211.45,53.63,53.63,53.63,53.63,692.88,-6737.099574,-8773.475368,-2035.5843,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.791493568
55,55,32,9,9,9,9,19,78,78,41,10,10,10,10,20,6,6,4,2,2,2,2,4,0.242,0.242,0.32,0.824,0.824,0.824,0.824,0.757,1.87,1.87,5.32,0.0017,0.0017,0.0017,0.0017,0.862,3.3,3.3,1.5,0.57,0.57,0.57,0.57,2.8,3.8939,3.8939,7.8994,17.4228,17.4228,17.4228,17.4228,4.3407,132.905,132.905,72.64,18.998,18.998,18.998,18.998,39.098,301.7,301.7,1211.45,53.63,53.63,53.63,53.63,336.5,-6737.099574,-7531.537939,-790.3531,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.085265312
55,55,32,9,9,9,9,11,78,78,41,10,10,10,10,12,6,6,4,2,2,2,2,3,0.242,0.242,0.32,0.824,0.824,0.824,0.824,1.228,1.87,1.87,5.32,0.0017,0.0017,0.0017,0.0017,0.971,3.3,3.3,1.5,0.57,0.57,0.57,0.57,2.2,3.8939,3.8939,7.8994,17.4228,17.4228,17.4228,17.4228,5.1391,132.905,132.905,72.64,18.998,18.998,18.998,18.998,22.99,301.7,301.7,1211.45,53.63,53.63,53.63,53.63,371.15,-6737.099574,-8044.846095,-1304.181,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.565520716
55,55,32,9,9,9,9,13,78,78,41,10,10,10,10,14,6,6,4,2,2,2,2,3,0.242,0.242,0.32,0.824,0.824,0.824,0.824,0.897,1.87,1.87,5.32,0.0017,0.0017,0.0017,0.0017,2.7,3.3,3.3,1.5,0.57,0.57,0.57,0.57,1.8,3.8939,3.8939,7.8994,17.4228,17.4228,17.4228,17.4228,5.9858,132.905,132.905,72.64,18.998,18.998,18.998,18.998,26.982,301.7,301.7,1211.45,53.63,53.63,53.63,53.63,933.4,-6737.099574,-6842.530648,-107.1302,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.699125694
55,55,32,9,9,9,9,20,78,78,41,10,10,10,10,20,6,6,4,2,2,2,2,4,0.242,0.242,0.32,0.824,0.824,0.824,0.824,0.647,1.87,1.87,5.32,0.0017,0.0017,0.0017,0.0017,1.54,3.3,3.3,1.5,0.57,0.57,0.57,0.57,2.2,3.8939,3.8939,7.8994,17.4228,17.4228,17.4228,17.4228,6.1132,132.905,132.905,72.64,18.998,18.998,18.998,18.998,40.078,301.7,301.7,1211.45,53.63,53.63,53.63,53.63,1112.15,-6737.099574,-7744.980207,-1002.3398,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.540833414
55,55,32,9,9,9,9,12,78,78,41,10,10,10,10,12,6,6,4,2,2,2,2,3,0.242,0.242,0.32,0.824,0.824,0.824,0.824,1.023,1.87,1.87,5.32,0.0017,0.0017,0.0017,0.0017,1.74,3.3,3.3,1.5,0.57,0.57,0.57,0.57,1.7,3.8939,3.8939,7.8994,17.4228,17.4228,17.4228,17.4228,7.6462,132.905,132.905,72.64,18.998,18.998,18.998,18.998,24.305,301.7,301.7,1211.45,53.63,53.63,53.63,53.63,923.15,-6737.099574,-8428.774771,-1688.2915,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.383696489
55,55,32,9,9,9,9,9,78,78,41,10,10,10,10,10,6,6,4,2,2,2,2,2,0.242,0.242,0.32,0.824,0.824,0.824,0.824,0.824,1.87,1.87,5.32,0.0017,0.0017,0.0017,0.0017,0.0017,3.3,3.3,1.5,0.57,0.57,0.57,0.57,0.57,3.8939,3.8939,7.8994,17.4228,17.4228,17.4228,17.4228,17.4228,132.905,132.905,72.64,18.998,18.998,18.998,18.998,18.998,301.7,301.7,1211.45,53.63,53.63,53.63,53.63,53.63,-6737.099574,-7401.140844,-656.7593,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.281970438
3,3,50,9,9,9,9,3,4,4,69,10,10,10,10,4,2,2,5,2,2,2,2,2,3.582,3.582,0.228,0.824,0.824,0.824,0.824,3.582,0.534,0.534,7.29,0.0017,0.0017,0.0017,0.0017,0.534,2.1,2.1,1.7,0.57,0.57,0.57,0.57,2.1,5.3917,5.3917,7.3439,17.4228,17.4228,17.4228,17.4228,5.3917,6.941,6.941,118.71,18.998,18.998,18.998,18.998,6.941,453.85,453.85,505.21,53.63,53.63,53.63,53.63,453.85,-5099.530655,-5305.401694,-200.0479,0,0,0.285714286,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.823138684
3,3,50,9,9,9,9,30,4,4,69,10,10,10,10,35,2,2,5,2,2,2,2,4,3.582,3.582,0.228,0.824,0.824,0.824,0.824,0.388,0.534,0.534,7.29,0.0017,0.0017,0.0017,0.0017,7.13,2.1,2.1,1.7,0.57,0.57,0.57,0.57,1.5,5.3917,5.3917,7.3439,17.4228,17.4228,17.4228,17.4228,9.3942,6.941,6.941,118.71,18.998,18.998,18.998,18.998,65.38,453.85,453.85,505.21,53.63,53.63,53.63,53.63,692.88,-5099.530655,-7131.15481,-2035.5843,0,0,0.285714286,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.960145741
3,3,50,9,9,9,9,19,4,4,69,10,10,10,10,20,2,2,5,2,2,2,2,4,3.582,3.582,0.228,0.824,0.824,0.824,0.824,0.757,0.534,0.534,7.29,0.0017,0.0017,0.0017,0.0017,0.862,2.1,2.1,1.7,0.57,0.57,0.57,0.57,2.8,5.3917,5.3917,7.3439,17.4228,17.4228,17.4228,17.4228,4.3407,6.941,6.941,118.71,18.998,18.998,18.998,18.998,39.098,453.85,453.85,505.21,53.63,53.63,53.63,53.63,336.5,-5099.530655,-5896.340693,-790.3531,0,0,0.285714286,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.456937371
3,3,50,9,9,9,9,11,4,4,69,10,10,10,10,12,2,2,5,2,2,2,2,3,3.582,3.582,0.228,0.824,0.824,0.824,0.824,1.228,0.534,0.534,7.29,0.0017,0.0017,0.0017,0.0017,0.971,2.1,2.1,1.7,0.57,0.57,0.57,0.57,2.2,5.3917,5.3917,7.3439,17.4228,17.4228,17.4228,17.4228,5.1391,6.941,6.941,118.71,18.998,18.998,18.998,18.998,22.99,453.85,453.85,505.21,53.63,53.63,53.63,53.63,371.15,-5099.530655,-6409.177161,-1304.181,0,0,0.285714286,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.465505127
3,3,50,9,9,9,9,13,4,4,69,10,10,10,10,14,2,2,5,2,2,2,2,3,3.582,3.582,0.228,0.824,0.824,0.824,0.824,0.897,0.534,0.534,7.29,0.0017,0.0017,0.0017,0.0017,2.7,2.1,2.1,1.7,0.57,0.57,0.57,0.57,1.8,5.3917,5.3917,7.3439,17.4228,17.4228,17.4228,17.4228,5.9858,6.941,6.941,118.71,18.998,18.998,18.998,18.998,26.982,453.85,453.85,505.21,53.63,53.63,53.63,53.63,933.4,-5099.530655,-5202.641223,-107.1302,0,0,0.285714286,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.019632806
3,3,50,9,9,9,9,20,4,4,69,10,10,10,10,20,2,2,5,2,2,2,2,4,3.582,3.582,0.228,0.824,0.824,0.824,0.824,0.647,0.534,0.534,7.29,0.0017,0.0017,0.0017,0.0017,1.54,2.1,2.1,1.7,0.57,0.57,0.57,0.57,2.2,5.3917,5.3917,7.3439,17.4228,17.4228,17.4228,17.4228,6.1132,6.941,6.941,118.71,18.998,18.998,18.998,18.998,40.078,453.85,453.85,505.21,53.63,53.63,53.63,53.63,1112.15,-5099.530655,-6105.807017,-1002.3398,0,0,0.285714286,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.93656148
3,3,50,9,9,9,9,12,4,4,69,10,10,10,10,12,2,2,5,2,2,2,2,3,3.582,3.582,0.228,0.824,0.824,0.824,0.824,1.023,0.534,0.534,7.29,0.0017,0.0017,0.0017,0.0017,1.74,2.1,2.1,1.7,0.57,0.57,0.57,0.57,1.7,5.3917,5.3917,7.3439,17.4228,17.4228,17.4228,17.4228,7.6462,6.941,6.941,118.71,18.998,18.998,18.998,18.998,24.305,453.85,453.85,505.21,53.63,53.63,53.63,53.63,923.15,-5099.530655,-6788.987394,-1688.2915,0,0,0.285714286,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.165239062
3,3,50,9,9,9,9,9,4,4,69,10,10,10,10,10,2,2,5,2,2,2,2,2,3.582,3.582,0.228,0.824,0.824,0.824,0.824,0.824,0.534,0.534,7.29,0.0017,0.0017,0.0017,0.0017,0.0017,2.1,2.1,1.7,0.57,0.57,0.57,0.57,0.57,5.3917,5.3917,7.3439,17.4228,17.4228,17.4228,17.4228,17.4228,6.941,6.941,118.71,18.998,18.998,18.998,18.998,18.998,453.85,453.85,505.21,53.63,53.63,53.63,53.63,53.63,-5099.530655,-5768.340406,-656.7593,0,0,0.285714286,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.05045103
11,11,50,9,9,9,9,3,12,12,69,10,10,10,10,4,3,3,5,2,2,2,2,2,1.228,1.228,0.228,0.824,0.824,0.824,0.824,3.582,0.971,0.971,7.29,0.0017,0.0017,0.0017,0.0017,0.534,2.2,2.2,1.7,0.57,0.57,0.57,0.57,2.1,5.1391,5.1391,7.3439,17.4228,17.4228,17.4228,17.4228,5.3917,22.99,22.99,118.71,18.998,18.998,18.998,18.998,6.941,371.15,371.15,505.21,53.63,53.63,53.63,53.63,453.85,-7305.485436,-7510.370957,-200.0479,0,0,0,0,0,0,0,0,0.571428571,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.837620745
11,11,50,9,9,9,9,30,12,12,69,10,10,10,10,35,3,3,5,2,2,2,2,4,1.228,1.228,0.228,0.824,0.824,0.824,0.824,0.388,0.971,0.971,7.29,0.0017,0.0017,0.0017,0.0017,7.13,2.2,2.2,1.7,0.57,0.57,0.57,0.57,1.5,5.1391,5.1391,7.3439,17.4228,17.4228,17.4228,17.4228,9.3942,22.99,22.99,118.71,18.998,18.998,18.998,18.998,65.38,371.15,371.15,505.21,53.63,53.63,53.63,53.63,692.88,-7305.485436,-9338.357411,-2035.5843,0,0,0,0,0,0,0,0,0.571428571,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.712325345
